monosyllabic	sounds_quality
прат			O	S	<NUCL>	O		
прв				O	<NUCL>	O		
пред			O	S	<NUCL>	O		
пред			O	S	<NUCL>	O		
през			O	S	<NUCL>	O		
прек			O	S	<NUCL>	O		
при			O	S	<NUCL>			
принц			O	S	<NUCL>	S	O	
пришт			O	S	<NUCL>	O	O	
прост			O	S	<NUCL>	O	O	
прст				O	<NUCL>	O	O	
прст				O	<NUCL>	O	O	
прт				O	<NUCL>	O		
прч				O	<NUCL>	O		
псалм			O	O	<NUCL>	S	S	
пуд				O	<NUCL>	O		
пул				O	<NUCL>	S		
пулс				O	<NUCL>	S	O	
пулт				O	<NUCL>	S	O	
пункт				O	<NUCL>	S	O	O
пунч				O	<NUCL>	S	O	
пуст				O	<NUCL>	O	O	
пуч				O	<NUCL>	O		
пцалт			O	O	<NUCL>	S	O	
пцост			O	O	<NUCL>	O	O	
раб				S	<NUCL>	O		
рад				S	<NUCL>	O		
рај				S	<NUCL>	S		
рак				S	<NUCL>	O		
рам				S	<NUCL>	S		
ран				S	<NUCL>	S		
ранг				S	<NUCL>	S	O	
ранч				S	<NUCL>	S	O	
рап				S	<NUCL>	O		
раст				S	<NUCL>	O	O	
рат				S	<NUCL>	O		
рафт				S	<NUCL>	O	O	
ре				S	<NUCL>			
рев				S	<NUCL>	O		
ред				S	<NUCL>	O		
рез				S	<NUCL>	O		
рејс				S	<NUCL>	S	O	
рен				S	<NUCL>	S		
ренк				S	<NUCL>	S	O	
реч				S	<NUCL>	O		
реш				S	<NUCL>	O		
рж				SYS	<NUCL>	O		
рз				SYS	<NUCL>	O		
рид				S	<NUCL>	O		
рик				S	<NUCL>	O		
ринг				S	<NUCL>	S	O	
рипс				S	<NUCL>	O	O	
рис				S	<NUCL>	O		
риск				S	<NUCL>	O	O	
роб				S	<NUCL>	O		
ров				S	<NUCL>	O		
рог				S	<NUCL>	O		
род				S	<NUCL>	O		
рој				S	<NUCL>	S		
рок				S	<NUCL>	O		
ром				S	<NUCL>	S		
ром				S	<NUCL>	S		
Ром				S	<NUCL>	S		
ромб				S	<NUCL>	S	O	
рп				SYS	<NUCL>	O		
рс				SYS	<NUCL>	O		
рт				SYS	<NUCL>	O		
руд				S	<NUCL>	O		
руж				S	<NUCL>	O		
руј				S	<NUCL>	S		
рум				S	<NUCL>	S		
рус				S	<NUCL>	O		
са				O	<NUCL>			
сад				O	<NUCL>	O		
саз				O	<NUCL>	O		
сајт				O	<NUCL>	S	O	
сак				O	<NUCL>	O		
сал				O	<NUCL>	S		
сал				O	<NUCL>	S		
сам				O	<NUCL>	S		
сам				O	<NUCL>	S		
сам				O	<NUCL>	S		
сан				O	<NUCL>	S		
санс				O	<NUCL>	S	O	
сап				O	<NUCL>	O		
сат				O	<NUCL>	O		
сафт				O	<NUCL>	O	O	
сач				O	<NUCL>	O		
сват			O	O	<NUCL>	O		
свеж			O	O	<NUCL>	O		
свест			O	O	<NUCL>	O	O	
свет			O	O	<NUCL>	O		
свет			O	O	<NUCL>	O		
свинг			O	O	<NUCL>	S	O	
свлак		O	O	S	<NUCL>	O		
свод			O	O	<NUCL>	O		
свој			O	O	<NUCL>	S		
сврат		O	O	S	<NUCL>	O		
се				O	<NUCL>			
се				O	<NUCL>			
се				O	<NUCL>			
се				O	<NUCL>			
сѐ				O	<NUCL>			
сѐ				O	<NUCL>			
сед				O	<NUCL>	O		
сек				O	<NUCL>	O		
секс				O	<NUCL>	O	O	
сем				O	<NUCL>	S		
сен				O	<NUCL>	S		
сенс				O	<NUCL>	S	O	
сенф				O	<NUCL>	S	O	
сер				O	<NUCL>	S		
серж				O	<NUCL>	S	O	
серт				O	<NUCL>	S	O	
сет				O	<NUCL>	O		
сет				O	<NUCL>	O		
сеф				O	<NUCL>	O		
сеч				O	<NUCL>	O		
си				O	<NUCL>			
си				O	<NUCL>			
си				O	<NUCL>			
си				O	<NUCL>			
си				O	<NUCL>			
си				O	<NUCL>			
сив				O	<NUCL>	O		
